row,pair_id,cve_id,cwe_id(정답),commit/출처,language,정답,우리_판정,우리_CWE,우리_정답여부,우리_사유,Claude_판정,Claude_CWE,Claude_정답여부,Claude_사유
275,,CVE-2023-43657,CWE-79,2023-09-28T19:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-79,X,"Test code assumes escapeExpression properly sanitizes topicTitle, but if escaping is bypassed or misconfigured elsewhere, unescaped HTML in titles could lead to stored XSS."
276,,CVE-2023-46448,CWE-79,2023-11-01T22:15Z,PHP,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-79,O,"EXIF-derived values (comment, datetime, etc.) appear unsanitized before likely output, allowing stored XSS if rendered in HTML."
277,,CVE-2023-46448,CWE-79,2023-11-01T22:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-1287,X,"EXIF data is escaped via htmlentities before output, but lacks type/format validation of raw metadata, posing minor risk if used in non-HTML contexts."
278,,CVE-2017-20191,CWE-79,2024-03-31T09:15Z,JavaScript,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,vuln,CWE-79,O,Assigning unsanitized 'message' to innerHTML allows injection of arbitrary HTML/JavaScript if message is user-controlled.
279,,CVE-2017-20191,CWE-79,2024-03-31T09:15Z,JavaScript,safe,safe,,O,NONE,safe,,O,"Message is HTML-encoded via AjxStringUtil.htmlEncode before being assigned to innerHTML, mitigating XSS risk."
280,,CVE-2023-42799,CWE-120,2023-12-14T17:15Z,C,vuln,vuln,CWE-119,O,"The product performs operations on a memory buffer, but it reads from or writes to a memory location outside the buffer's intended boundary. This may result in read or write operations on unexpected m",vuln,CWE-120,O,strcpy/sprintf into fixed-size destination/rtspTargetUrl without bounds checking allows buffer overflow from untrusted URL string.
281,,CVE-2023-42799,CWE-120,2023-12-14T17:15Z,C,safe,vuln,CWE-74,X,"The product constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special e",vuln,CWE-787,X,"rtspUrlScratchBuffer + prefixLen used without bounds validation against buffer size before copying, risking overflow if prefixLen or source length is unchecked."
282,,CVE-2023-42799,CWE-120,2023-12-14T17:15Z,C,vuln,vuln,CWE-20,O,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly.",vuln,CWE-120,O,"Use of strcpy/sprintf into fixed-size buffers (urlAddr, rtspTargetUrl) without bounds checking risks overflow if addrToUrlSafeString or inputs exceed buffer size."
283,,CVE-2023-42799,CWE-120,2023-12-14T17:15Z,C,safe,vuln,CWE-787,X,"The product writes data past the end, or before the beginning, of the intended buffer.",vuln,CWE-787,X,strcpy into fixed-size destination/urlAddr/rtspTargetUrl buffers without length checks allows buffer overflow from untrusted rtspSessionUrl input.
284,,CVE-2023-42800,CWE-120,2023-12-14T17:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-120,O,"strcpy copies rtspSessionUrl into rtspTargetUrl without bounds checking, risking buffer overflow if source exceeds destination size."
285,,CVE-2023-42800,CWE-120,2023-12-14T17:15Z,C,safe,safe,,O,NONE,safe,,O,"Uses a safe bounded string copy with explicit size and null-termination, preventing buffer overflow."
286,,CVE-2023-42801,CWE-120,2023-12-14T17:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-121,O,"strcpy copies input `string` into fixed 128-byte `versionString` without bounds checking, allowing stack overflow."
287,,CVE-2023-42801,CWE-120,2023-12-14T17:15Z,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-20,X,"strtol's return value and pointer advancement aren't validated against malformed input (e.g., non-numeric or excessive-length strings), potentially causing incorrect parsing of version quads."
288,,CVE-2023-42801,CWE-120,2023-12-14T17:15Z,C,vuln,vuln,CWE-20,O,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly.",vuln,CWE-476,O,"strdup(host) return value and resolveHostName result are not checked for NULL/failure before use, and host itself isn't validated for NULL."
289,,CVE-2023-42801,CWE-120,2023-12-14T17:15Z,C,safe,safe,,O,NONE,vuln,CWE-121,X,"strcpy(versionString, string) in extractVersionQuadFromString copies serverInfoAppVersion into a fixed 128-byte stack buffer without bounds checking, allowing overflow if the string exceeds 127 charac"
290,,CVE-2023-36321,CWE-120,2023-10-17T23:15Z,C,safe,safe,,O,NONE,safe,,O,"This line shows a proper bounds check on index before use, no vulnerability evident."
291,,CVE-2020-28840,CWE-120,2023-08-11T14:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-125,O,"Data[a+1] is accessed without verifying that a+1 is within the bounds of the buffer, risking an out-of-bounds read when 'a' is at the last index."
292,,CVE-2020-28840,CWE-120,2023-08-11T14:15Z,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-191,X,"If length is an unsigned type and equals 0, length-1 underflows to a huge value, causing Data[a+1] to read out-of-bounds."
293,,CVE-2020-36826,CWE-79,2024-03-25T07:15Z,JavaScript,vuln,safe,,X,NONE,vuln,CWE-79,O,"Regex-based HTML stripping is incomplete/bypassable (e.g., unmatched `<` or `>`, malformed tags, or encoded payloads), allowing XSS payloads to slip through."
294,,CVE-2020-36826,CWE-79,2024-03-25T07:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-79,X,"Incomplete sanitization escapes only < and > but not quotes, ampersands, or attribute-based vectors, allowing potential XSS in certain contexts."
295,,CVE-2023-41058,CWE-670,2023-09-04T23:15Z,JavaScript,vuln,vuln,CWE-863,O,"The product performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended acce",vuln,CWE-863,O,"The `get` function uses `restWhere` before it's defined/parameterized and enforceRoleSecurity checks occur but the beforeFind trigger call references undefined `restWhere`, potentially bypassing inten"
296,,CVE-2023-46119,CWE-22,2023-10-25T18:17Z,JavaScript,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-20,O,Space removal alone is insufficient sanitization; effectiveness depends entirely on unseen isValidExtension implementation to prevent malicious extension values.
297,,CVE-2023-46119,CWE-22,2023-10-25T18:17Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-434,X,"Blacklist-based extension filtering allows extensionless files containing HTML content to be uploaded, enabling potential stored XSS if served back with an HTML content-type."
298,,CVE-2023-41908,CWE-862,2023-09-05T07:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-352,X,"Session cookie lacks 'session.cookie_samesite' setting, leaving it vulnerable to CSRF/cross-site cookie leakage despite httponly/secure flags being set."
299,,CVE-2023-26141,CWE-345,2023-09-14T05:15Z,JavaScript,vuln,vuln,CWE-79,O,The manipulation leads to cross site scripting.,safe,,X,"parseInt with fallback safely handles localStorage value, no injection or unsafe execution occurs."
300,,CVE-2023-26141,CWE-345,2023-09-14T05:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-1287,X,"localStorage value is trusted without proper type/range validation beyond a minimum bound, allowing manipulation of timing behavior via client-side storage tampering."
301,,CVE-2024-24821,CWE-829,2024-02-09T00:15Z,PHP,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-98,O,"The include of $installedVersionsPath is derived from config vendor-dir but not user-controlled in normal operation, limiting exploitability to configuration-level trust."
302,,CVE-2024-24821,CWE-829,2024-02-09T00:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-95,X,safelyLoadInstalledVersions uses regex validation then eval() on installed.php contents; regex-based validation of PHP-like syntax is fragile and could be bypassed to inject executable code via a craf
303,,CVE-2023-48795,CWE-354,2023-12-18T16:15Z,Python,vuln,vuln,CWE-770,O,"The product allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the in",safe,,X,"Code fragment is incomplete/non-functional (recursive call, config dict, assert) with no discernible security vulnerability."
304,,CVE-2023-48795,CWE-354,2023-12-18T16:15Z,Python,safe,safe,,O,NONE,vuln,CWE-354,X,"Code detects but does not prevent Terrapin attack (CVE-2023-48795), which allows SSH message prefix truncation when strict KEX is not negotiated by peers."
305,,CVE-2023-4005,CWE-613,2023-07-31T01:15Z,PHP,vuln,vuln,CWE-521,O,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.",vuln,CWE-307,O,"No rate limiting or lockout mechanism visible around password verification attempts, potentially allowing brute-force attacks."
306,,CVE-2023-4005,CWE-613,2023-07-31T01:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-502,X,"unserialize() is called on base64-decoded session content without validation, allowing potential object injection if session data can be tampered with."
307,,CVE-2023-46736,CWE-918,2023-12-05T21:15Z,PHP,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-918,O,"CURLOPT_FOLLOWLOCATION allows automatic redirects, which can be exploited for SSRF if the URL is user-controlled and no validation is applied."
308,,CVE-2023-46736,CWE-918,2023-12-05T21:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-350,X,"DNS resolution used for validation (dns_get_record) is separate from the actual connection made later by curl, allowing DNS rebinding attacks to bypass the internal-host check and achieve SSRF."
309,,CVE-2023-38690,CWE-20,2023-08-04T17:15Z,TypeScript,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,safe,,X,Code fragment is malformed/incomplete config and test snippets with no identifiable security vulnerability.
310,,CVE-2023-38690,CWE-20,2023-08-04T17:15Z,TypeScript,safe,safe,,O,NONE,safe,,O,"This is configuration, test, and lockfile content with no identifiable security vulnerability."
311,,CVE-2023-38689,CWE-502,2023-08-04T17:15Z,Java,vuln,vuln,CWE-20,O,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly.",vuln,CWE-20,O,"setSatelliteId and packet.integer values are used without validation, allowing untrusted network input to set arbitrary satellite IDs affecting routing logic."
312,,CVE-2023-45143,CWE-200,2023-10-12T17:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-200,X,"Sensitive headers like Authorization/Cookie could leak to a different origin if redirect header stripping isn't correctly enforced, as this test verifies."
313,,CVE-2024-24750,CWE-400,2024-02-16T22:15Z,JavaScript,vuln,vuln,CWE-400,O,"The product does not properly control the allocation and maintenance of a limited resource, thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustio",vuln,CWE-835,O,"The while(true) loop lacks a break/exit condition or await, risking resource exhaustion/denial of service."
314,,CVE-2024-24750,CWE-400,2024-02-16T22:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-400,X,Test simulates infinite stream/backpressure handling; no real production exploit path but unbounded push could exhaust memory if backpressure logic fails.
315,,CVE-2024-24758,CWE-200,2024-02-16T22:15Z,JavaScript,vuln,vuln,CWE-20,O,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly.",safe,,X,"Code snippet is a test assertion setup and cookie string, insufficient context to identify a real vulnerability."
316,,CVE-2024-24758,CWE-200,2024-02-16T22:15Z,JavaScript,safe,safe,,O,NONE,vuln,CWE-200,X,"Code snippet tests proxy-authorization header stripping, suggesting prior risk of credential leakage across redirects/origins if not properly deleted."
317,,CVE-2023-50255,CWE-22,2023-12-27T17:15Z,C++,safe,safe,,O,NONE,vuln,CWE-22,X,"Single-pass string replace of ""../"" can be bypassed with overlapping sequences like ""....//"", allowing residual ""../"" after replacement and directory traversal."
318,,CVE-2023-6980,CWE-79,2024-01-03T06:15Z,PHP,vuln,safe,,X,NONE,vuln,CWE-79,O,"$page is sanitized with sanitize_text_field but not escaped with esc_attr/esc_url when output into HTML href attribute, allowing attribute-breakout XSS."
319,,CVE-2023-6980,CWE-79,2024-01-03T06:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-79,X,$page from $_REQUEST is sanitized with sanitize_text_field but output unescaped into an HTML href attribute via add_query_arg without esc_url/esc_attr.
320,,CVE-2023-6981,CWE-89,2024-01-03T06:15Z,PHP,vuln,vuln,CWE-89,O,The manipulation leads to sql injection.,vuln,CWE-89,O,"$_GET['s'] and $metaValue/$group_id/$country_code are concatenated directly into SQL query strings without proper escaping/parameterization, allowing injection."
321,,CVE-2023-6981,CWE-89,2024-01-03T06:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-89,X,"$_GET['s'] and $metaValue are concatenated directly into SQL string without proper escaping/parameterization, allowing injection."
322,,CVE-2023-43642,CWE-770,2023-09-25T20:15Z,Java,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",safe,,X,Code snippet is incomplete and contains no functional logic to analyze.
323,,CVE-2023-43642,CWE-770,2023-09-25T20:15Z,Java,safe,safe,,O,NONE,vuln,CWE-400,X,"maxChunkSize/blockSize allows up to 512 MiB allocation per chunk from untrusted input, enabling memory exhaustion/DoS before validation occurs."
324,,CVE-2023-46001,CWE-120,2023-11-07T22:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-125,O,"memcmp assumes map->uuid is always a valid 16-byte buffer; if not properly validated/initialized, this could cause an out-of-bounds read."
325,,CVE-2023-46001,CWE-120,2023-11-07T22:15Z,C,safe,vuln,CWE-476,X,The product dereferences a pointer that it expects to be valid but is NULL.,safe,,O,"This snippet safely checks box type and UUID with a null check before memcmp, showing no evident vulnerability in isolation."
326,,CVE-2023-4678,CWE-369,2023-08-31T16:15Z,C,vuln,vuln,CWE-416,O,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a locati",vuln,CWE-20,O,"Insufficient context shows unvalidated parsing offsets (pay_start, mhas_size) passed to PID check without visible bounds checking, risking out-of-bounds access."
327,,CVE-2023-4678,CWE-369,2023-08-31T16:15Z,C,safe,safe,,O,NONE,vuln,CWE-20,X,"Fragmented/incomplete code lacks bounds/context checks (e.g., mhas_size, pay_start usage) that could lead to out-of-bounds access if attacker-controlled sizes aren't validated elsewhere."
328,,CVE-2023-4681,CWE-476,2023-08-31T16:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-129,O,"The variable 'n' used for buffer sizes and reads is not validated before use, potentially allowing buffer over-read/write during avi_read operations."
329,,CVE-2023-4681,CWE-476,2023-08-31T16:15Z,C,safe,vuln,CWE-476,X,The product dereferences a pointer that it expects to be valid but is NULL.,vuln,CWE-190,X,"Size 'n' used for allocation/read is not validated before use, allowing potential overflow or oversized read leading to memory corruption or crash."
330,,CVE-2023-4682,CWE-122,2023-08-31T16:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-129,O,"AVI->aptr used as array index into track[] without bounds checking, potentially causing out-of-bounds write."
331,,CVE-2023-4683,CWE-476,2023-08-31T16:15Z,C,vuln,vuln,CWE-787,O,"The product writes data past the end, or before the beginning, of the intended buffer.",vuln,CWE-476,O,"If str is NULL, strcmp will dereference a NULL pointer, potentially causing a crash."
332,,CVE-2023-4683,CWE-476,2023-08-31T16:15Z,C,safe,safe,,O,NONE,safe,,O,Code snippet is incomplete/out of context but shows no evident memory corruption or injection flaw; bounds check on line_pos is present.
333,,CVE-2023-46927,CWE-787,2023-11-01T15:15Z,C,safe,safe,,O,NONE,safe,,O,This is a simple conditional check with no visible unsafe operation in the given snippet.
334,,CVE-2023-46931,CWE-787,2023-11-01T14:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-20,O,Insufficient code context to determine bounds checking or validation of stream->side_data[i] and pid parameters.
335,,CVE-2023-46931,CWE-787,2023-11-01T14:15Z,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-20,X,Insufficient context to determine if side_data array bounds and pid values are validated before use.
336,,CVE-2023-4720,CWE-1077,2023-09-01T16:15Z,C,vuln,safe,,X,NONE,vuln,CWE-20,O,"No validation of read/stream bounds before reading integers, risking out-of-bounds access if underlying read function lacks checks."
337,,CVE-2023-4720,CWE-1077,2023-09-01T16:15Z,C,safe,vuln,CWE-125,X,The ReadHeader function in GPAC 1.0.1 allows attackers to cause a denial of service (out-of-bounds read) via a crafted file in the MP4Box command.,safe,,O,Code fragment shows only simple bitstream read return statements with no visible logic flaw or unsafe operation.
338,,CVE-2023-4722,CWE-190,2023-09-01T16:15Z,C,vuln,vuln,CWE-190,O,The product performs a calculation that can produce an integer overflow or wraparound when the logic assumes that the resulting value will always be larger than the original value. This occurs when an,vuln,CWE-190,O,"Multiplying num/den values cast to s64 can overflow if inputs are large, leading to incorrect comparison results."
339,,CVE-2023-4722,CWE-190,2023-09-01T16:15Z,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",safe,,O,"Single comparison call with no visible unsafe memory, pointer, or arithmetic operation to flag."
340,,CVE-2023-4755,CWE-416,2023-09-04T14:15Z,C,safe,vuln,CWE-416,X,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a locati",vuln,CWE-476,X,"gf_list_get may return NULL if list is empty, and ctx->ref_tkw could later be dereferenced without a NULL check."
341,,CVE-2023-4756,CWE-787,2023-09-04T09:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-125,O,Accessing line_buffer[line_pos+1] without bounds checking can read beyond buffer end when line_pos is at the last valid index.
342,,CVE-2023-4756,CWE-787,2023-09-04T09:15Z,C,safe,safe,,O,NONE,vuln,CWE-125,X,Accessing parser->line_buffer[parser->line_pos+1] without verifying it is within line_size/buffer bounds can read past the buffer end.
343,,CVE-2023-4758,CWE-125,2023-09-04T16:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-129,O,"bi_size from untrusted input is used directly for malloc/memcpy without bounds checking, risking heap overflow or excessive allocation."
344,,CVE-2023-4758,CWE-125,2023-09-04T16:15Z,C,safe,safe,,O,NONE,vuln,CWE-190,X,"bih.bi_size is attacker-controlled and used unchecked for malloc size/memcpy length, allowing integer overflow or excessive allocation leading to heap overflow."
345,,CVE-2023-4778,CWE-125,2023-09-05T16:15Z,C,vuln,safe,,X,NONE,vuln,CWE-125,O,"Uses strict equality check instead of >= comparison, allowing loop to continue past line_size if line_pos+i overshoots due to increments >1."
346,,CVE-2023-4778,CWE-125,2023-09-05T16:15Z,C,safe,safe,,O,NONE,vuln,CWE-190,X,"line_pos+i could overflow if both are large, potentially bypassing the bounds check."
347,,CVE-2023-48011,CWE-416,2023-11-15T19:15Z,C,safe,vuln,CWE-416,X,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a locati",vuln,CWE-415,X,The duplicated call to gf_list_del_item on the same trun object may lead to a double free or use-after-free if trun is freed elsewhere after removal.
348,,CVE-2023-48013,CWE-415,2023-11-15T19:15Z,C,safe,safe,,O,NONE,vuln,CWE-476,X,"ch->static_sample is dereferenced without a prior NULL check, risking a crash if it is unset."
349,,CVE-2023-48014,CWE-787,2023-11-15T19:15Z,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-787,O,"Loop writes to dimension_id_len/dim_bit_offset using fixed index num_scalability_types instead of loop variable i, causing buffer overflow if array size is not adequately larger."
350,,CVE-2023-48014,CWE-787,2023-11-15T19:15Z,C,safe,safe,,O,NONE,vuln,CWE-787,X,"dimension_id_len and dim_bit_offset arrays are indexed with num_scalability_types-1 without validating that this index is within array bounds, potentially leading to buffer overflow if num_scalability"
351,,CVE-2023-5377,CWE-125,2023-10-04T10:15Z,C,vuln,vuln,CWE-125,O,The ReadBox function in GPAC 1.0.1 allows attackers to cause a denial of service (out-of-bounds read) via a crafted file in the MP4Box command.,vuln,CWE-20,O,"omittedChannelsMap is read unconditionally (8 bytes consumed) before checking stream_structure flag, but size check occurs after read, risking size underflow/mismatch with actual bitstream content."
352,,CVE-2023-5377,CWE-125,2023-10-04T10:15Z,C,safe,safe,,O,NONE,vuln,CWE-191,X,"When version==1 and nb_channels is read as 0, the subsequent nb_channels-- underflows to 255, causing the parsing loop to continue reading channel data far beyond the intended count without matching s"
353,,CVE-2023-5520,CWE-125,2023-10-11T12:15Z,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",safe,,O,Insufficient context; the snippet is a boundary check but no unsafe operation is shown.
354,,CVE-2023-5586,CWE-476,2023-10-15T01:15Z,C,safe,safe,,O,NONE,safe,,O,Code only validates channel/samplerate fields and logs errors; no unsafe operations are present in this snippet.
355,,CVE-2023-5998,CWE-125,2023-11-07T19:15Z,C,safe,safe,,O,NONE,vuln,CWE-197,X,"Comparing size (u64) with remain (int) may cause implicit type conversion issues; if remain is negative or size exceeds int range, comparison logic could be bypassed."
356,,CVE-2024-0321,CWE-787,2024-01-08T13:15Z,C,safe,safe,,O,NONE,vuln,CWE-191,X,"If lineSize is 0 or an unsigned type, lineSize-1 underflows to a large value, potentially bypassing the intended bounds check and causing buffer overflow later."
357,,CVE-2024-0322,CWE-125,2024-01-08T13:15Z,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-190,X,"Addition of sync_pos and ctx->hdr.framesize could overflow, causing incorrect comparison and potential buffer overread if framesize is attacker-controlled."
358,,CVE-2024-24267,CWE-401,2024-02-05T18:15Z,C,safe,safe,,O,NONE,vuln,CWE-416,X,"gfio_blob is freed but the pointer is not nulled, risking potential double-free or dangling pointer use if referenced elsewhere in the caller."
359,,CVE-2024-6061,CWE-835,2024-06-17T20:15Z,C,vuln,vuln,CWE-399,O,"The product does not properly manage system resources, leading to unexpected resource consumption and eventual exhaustion.",safe,,X,"Code merely increments then immediately resets a counter; no memory, input validation, or control-flow security impact is present."
360,,CVE-2024-6062,CWE-476,2024-06-17T20:15Z,C,safe,safe,,O,NONE,safe,,O,Simple null/zero parameter validation check with no evident security flaw.
361,,CVE-2024-6063,CWE-476,2024-06-17T21:15Z,C,safe,safe,,O,NONE,safe,,O,"Code snippet only performs a null pointer check before proceeding, no vulnerability evident from this fragment alone."
362,,CVE-2024-6064,CWE-416,2024-06-17T21:15Z,C,vuln,safe,,X,NONE,vuln,CWE-476,O,"gf_list_last() may return NULL if the list is empty, causing prev_l->od to dereference a NULL pointer without a prior check."
363,,CVE-2024-6064,CWE-416,2024-06-17T21:15Z,C,safe,safe,,O,NONE,vuln,CWE-843,X,"The function casts desc directly to GF_ObjectDescriptor* to access ESDescriptors even when the descriptor may actually be a GF_ESD or other type, causing invalid memory access."
364,,CVE-2023-39343,CWE-204,2023-08-04T01:15Z,PHP,vuln,safe,,X,NONE,vuln,CWE-209,O,Exposing $exception->getMessage() directly in an admin response could leak internal error details to unauthorized users.
365,,CVE-2023-39343,CWE-204,2023-08-04T01:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-284,X,"Multiple admin paths (^/admin$, ^/admin/$, ^/admin/p/, ^/admin/translations) are marked PUBLIC_ACCESS, potentially exposing admin routes without authentication."
366,,CVE-2023-34093,CWE-200,2023-07-25T15:15Z,JavaScript,vuln,vuln,CWE-200,O,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,vuln,CWE-200,O,"If getPrivateAttributes/model configuration is misconfigured or bypassed, private attributes could be incorrectly exposed in API responses."
367,,CVE-2023-34093,CWE-200,2023-07-25T15:15Z,JavaScript,safe,vuln,CWE-200,X,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,vuln,CWE-200,X,"Private attribute filtering relies on config/model definitions; misconfiguration or missing declarations could leak sensitive fields, but no direct exploitable flaw is present in shown code."
368,,CVE-2023-39523,CWE-77,2023-08-07T21:15Z,Python,safe,safe,,O,NONE,vuln,CWE-20,X,"Regex whitelist allows characters like '@', ':', '/' that could still enable path traversal or argument injection depending on downstream usage."
369,,CVE-2023-35934,CWE-200,2023-07-06T20:15Z,Python,vuln,vuln,CWE-200,O,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,vuln,CWE-200,O,Cookie header may be sent to redirected/cross-domain URLs without validating the destination matches the original cookie domain.
370,,CVE-2023-35934,CWE-200,2023-07-06T20:15Z,Python,safe,safe,,O,NONE,vuln,CWE-668,X,"Unscoped cookies from headers are applied to the domain of the downloaded URL, which can still leak cookies to unintended hosts if redirects or multiple domains are involved during processing."
371,,CVE-2023-35934,CWE-200,2023-07-06T20:15Z,Python,vuln,vuln,CWE-20,O,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly.",vuln,CWE-116,O,"Empty remove_headers list fails to strip sensitive headers (e.g., Authorization/Cookie) before forwarding, risking header leakage."
372,,CVE-2023-35934,CWE-200,2023-07-06T20:15Z,Python,safe,safe,,O,NONE,vuln,CWE-200,X,"Cookie headers may leak across redirects to different hosts if not properly stripped, risking credential/session disclosure."
373,,CVE-2023-35934,CWE-200,2023-07-06T20:15Z,Python,vuln,vuln,CWE-78,O,"The product constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modi",vuln,CWE-73,O,tmp
374,,CVE-2023-35934,CWE-200,2023-07-06T20:15Z,Python,safe,safe,,O,NONE,vuln,CWE-522,X,"Cookies are written to temp files (tempfile.NamedTemporaryFile) and passed via command-line args, risking exposure through process listings or insecure file permissions."
375,,CVE-2023-40581,CWE-78,2023-09-25T19:15Z,Python,vuln,safe,,X,NONE,vuln,CWE-78,O,"subprocess.call executes cmd with shell=True, where cmd is built from user-controllable format strings without proper shell escaping/sanitization."
376,,CVE-2023-40581,CWE-78,2023-09-25T19:15Z,Python,safe,safe,,O,NONE,vuln,CWE-78,X,"Shell command execution via Popen.run(cmd, shell=True) with user-controllable arguments quoted using custom escaping that may be incomplete against Windows cmd.exe parsing edge cases."
377,,CVE-2023-46121,CWE-444,2023-11-15T00:15Z,Python,vuln,safe,,X,NONE,vuln,CWE-918,O,"smuggle_url embeds unvalidated URLs/headers that are later used to make requests, allowing header injection or SSRF if inputs are attacker-controlled."
378,,CVE-2023-46121,CWE-444,2023-11-15T00:15Z,Python,safe,safe,,O,NONE,vuln,CWE-918,X,"smuggle_url/referer data from untrusted URLs is used to set headers and proxy without strict validation, enabling potential SSRF or header injection."
379,,CVE-2024-21642,CWE-918,2024-01-05T22:15Z,Python,vuln,vuln,CWE-79,O,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,safe,,X,No identifiable security vulnerability; code is a mix of test/import fallback and UI components with no unsafe operations.
380,,CVE-2024-21642,CWE-918,2024-01-05T22:15Z,Python,safe,safe,,O,NONE,vuln,CWE-918,X,"Web upload feature allows fetching URLs from user input, enabling blind SSRF if enabled in untrusted environments."
381,,CVE-2023-44796,CWE-79,2023-11-18T00:15Z,PHP,vuln,safe,,X,NONE,vuln,CWE-79,O,"Variables like $templatename, $templateconfig->metadata->name, and $themeConf->template_name are echoed into HTML without CHtml::encode() or htmlspecialchars(), unlike $templateName which is properly "
382,,CVE-2023-44796,CWE-79,2023-11-18T00:15Z,PHP,safe,safe,,O,NONE,vuln,CWE-22,X,"Filename sanitization relies on sanitize_filename() for template_name without visible validation of allowed characters or path segments, risking path traversal if sanitization is incomplete."
