row,pair_id,cve_id,cwe_id(정답),commit/출처,language,정답,우리_판정,우리_CWE,우리_정답여부,우리_사유,Claude_판정,Claude_CWE,Claude_정답여부,Claude_사유
91,pv_e6a21a14106d_201925,CVE-2022-3078,CWE-476,e6a21a14106d9718aa4f8e115b1e474888eeba44,C,safe,safe,,O,NONE,vuln,CWE-762,X,"encoder_buf is allocated with vzalloc() but freed with kfree() in the out_kfree_buf error path, causing undefined behavior."
92,pv_03a820b173ed_202125,CVE-2020-35492,CWE-787,03a820b173ed1fdef6ff14b4468f5dbc02ff59be,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"The memset/*m++ writes to r->_buf based on span lengths without validating that the cumulative coverage buffer bounds match spans[1].x - spans[0].x, allowing buffer overflow if spans exceed allocated "
93,pv_03a820b173ed_202125,CVE-2020-35492,CWE-787,03a820b173ed1fdef6ff14b4468f5dbc02ff59be,C,safe,safe,,O,NONE,vuln,CWE-787,X,"The mask buffer `m` is written via memset/increment without bounds checking against the mask's allocated size, allowing buffer overflow if span lengths exceed the mask width."
94,pv_65b605665997_202304,CVE-2021-3778,CWE-122,65b605665997fad54ef39a93199e305af2fe4d7f,C,vuln,vuln,CWE-125,O,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-125,O,"The inner loop reads rex.line at col+len2 without bounds checking against the actual line length, potentially reading past the end of the buffer when matching against match_text."
95,pv_65b605665997_202304,CVE-2021-3778,CWE-122,65b605665997fad54ef39a93199e305af2fe4d7f,C,safe,vuln,CWE-125,X,"The product reads data past the end, or before the beginning, of the intended buffer.",vuln,CWE-125,X,"Loop reads rex.line at col+len2 without bounds checking against line length, allowing read past buffer end when matching near end of line."
96,pv_8fa9d1ce28f3_202392,CVE-2016-6207,CWE-119,8fa9d1ce28f3a894b104979df30d0b65e0f21107,C,vuln,safe,,X,NONE,vuln,CWE-191,O,"Unsigned variable u underflows to UINT_MAX in the cleanup loop when the first Weights allocation fails, causing out-of-bounds gdFree calls and also leaking res/ContribRow memory."
97,pv_8fa9d1ce28f3_202392,CVE-2016-6207,CWE-119,8fa9d1ce28f3a894b104979df30d0b65e0f21107,C,safe,safe,,O,NONE,vuln,CWE-191,X,"When allocation fails at u=0, u-- underflows to UINT_MAX, causing the cleanup loop to iterate over uninitialized/out-of-bounds ContribRow entries and call gdFree on garbage pointers."
98,pv_7892032cfe67_202659,CVE-2017-5897,CWE-125,7892032cfe67f4bde6fc2ee967e45a8fbaf33756,C,vuln,safe,,X,NONE,vuln,CWE-125,O,"p[0] is read via pskb_may_pull check only for grehlen but initial flags read at offset before validating that offset+4 bytes are pulled, and offset itself isn't validated against skb length."
99,pv_7892032cfe67_202659,CVE-2017-5897,CWE-125,7892032cfe67f4bde6fc2ee967e45a8fbaf33756,C,safe,safe,,O,NONE,vuln,CWE-125,X,"greh->protocol is read without verifying skb_may_pull covers full base header when GRE_CSUM/GRE_KEY absent, and key_off derived data accessed without re-validating bounds against grehlen properly."
100,pv_9302e863aa8b_202677,CVE-2014-0142,CWE-369,9302e863aa8baa5d932fc078967050c055fa1a7f,C,vuln,safe,,X,NONE,vuln,CWE-190,O,"s->tracks and header fields lack validation (e.g., tracks=0 causing div-by-zero elsewhere), and catalog_size*4 multiplication could overflow if catalog_size is near INT_MAX/4 boundary combined with ot"
101,pv_9302e863aa8b_202677,CVE-2014-0142,CWE-369,9302e863aa8baa5d932fc078967050c055fa1a7f,C,safe,safe,,O,NONE,vuln,CWE-190,X,"catalog_size * 4 can overflow or s->tracks/nb_sectors are unchecked, leading to undersized allocation or out-of-bounds access when reading/parsing catalog data."
102,pv_450da26a7628_202688,CVE-2020-16287,CWE-787,450da26a76286a8342ec0864b3d113856709f8f6,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"No bounds checking on y0+y or bx*nBw offsets against ImageBuf size, allowing out-of-bounds access if maxY, bh, or bx are attacker-influenced."
103,pv_450da26a7628_202688,CVE-2020-16287,CWE-787,450da26a76286a8342ec0864b3d113856709f8f6,C,safe,safe,,O,NONE,vuln,CWE-125,X,"y0+y computed via modulo maxY without validating against ImageBuf size/bh alignment, and bx*nBw offset can exceed buffer bounds if maxY or block parameters are inconsistent with actual buffer allocati"
104,pv_a2d859e3fc97_202719,CVE-2022-0322,CWE-704,a2d859e3fc97e79d907761550dbc03ff1b36479c,C,vuln,safe,,X,NONE,vuln,CWE-190,O,"stream_num * sizeof(__u16) and subsequent additions to __u16 outlen/inlen can overflow, causing undersized allocation and buffer overflow in sctp_addto_chunk."
105,pv_a2d859e3fc97_202719,CVE-2022-0322,CWE-704,a2d859e3fc97e79d907761550dbc03ff1b36479c,C,safe,safe,,O,NONE,vuln,CWE-190,X,"stream_num * sizeof(__u16) and subsequent __u16 outlen/inlen calculations can overflow, causing mismatched buffer sizes and chunk data corruption."
106,pv_37da90248deb_202783,CVE-2009-0689,CWE-119,37da90248deb2188e8ee50e4753ad6340679b425,C,vuln,safe,,X,NONE,vuln,CWE-690,O,"MALLOC result is not checked for NULL before being dereferenced (rv->k, rv->maxwds), causing a crash on allocation failure."
107,pv_37da90248deb_202783,CVE-2009-0689,CWE-119,37da90248deb2188e8ee50e4753ad6340679b425,C,safe,safe,,O,NONE,vuln,CWE-190,X,"`x = 1 << k` and subsequent size calculation can overflow for large k, leading to undersized allocation and heap buffer overflow."
108,pv_a09d2d00af53_203614,CVE-2022-39842,CWE-703,a09d2d00af53b43c6f11e6ab3cb58443c2cac8a7,C,vuln,safe,,X,NONE,parse_fail,,X,
109,pv_a09d2d00af53_203614,CVE-2022-39842,CWE-703,a09d2d00af53b43c6f11e6ab3cb58443c2cac8a7,C,safe,safe,,O,NONE,parse_fail,,X,
110,pv_1d0688421449_204032,CVE-2022-26878,CWE-772,1d0688421449718c6c5f46e458a378c9b530ba18,C,vuln,safe,,X,NONE,vuln,CWE-125,O,"skb->data is dereferenced without validating skb->len is non-zero, allowing an out-of-bounds read on an empty packet."
111,pv_1d0688421449_204032,CVE-2022-26878,CWE-772,1d0688421449718c6c5f46e458a378c9b530ba18,C,safe,safe,,O,NONE,vuln,CWE-125,X,"skb->data is dereferenced without checking skb->len is non-zero, causing out-of-bounds read on empty packets."
112,pv_b922f622592a_204036,CVE-2021-43975,CWE-787,b922f622592af76b57cbc566eaeccda0b31a3496,C,vuln,safe,,X,NONE,vuln,CWE-129,O,"fw.len from firmware is used unchecked to compute download size, potentially causing out-of-bounds write into self->rpc buffer."
113,pv_b922f622592a_204036,CVE-2021-43975,CWE-787,b922f622592af76b57cbc566eaeccda0b31a3496,C,safe,safe,,O,NONE,vuln,CWE-190,X,fw.len close to sizeof(self->rpc) with +sizeof(u32)-sizeof(u8) rounding can cause dword count to slightly exceed buffer bounds in hw_atl_utils_fw_downld_dwords.
114,pv_c75b9281a5b9_204073,CVE-2022-0699,CWE-415,c75b9281a5b9452d92e1682bdfe6019a13ed819f,C,vuln,safe,,X,NONE,vuln,CWE-415,O,"In the final realloc failure branch, `copy` is freed again even though it was already freed earlier in the function, causing a double free."
115,pv_c75b9281a5b9_204073,CVE-2022-0699,CWE-415,c75b9281a5b9452d92e1682bdfe6019a13ed819f,C,safe,safe,,O,NONE,vuln,CWE-476,X,"If no tokens are found, split() returns NULL instead of an empty array, which callers may not check for and could dereference."
116,pv_3539fc33212b_204115,CVE-2021-27212,CWE-617,3539fc33212b528c56b716584f2c2994af7c30b0,C,vuln,safe,,X,NONE,vuln,CWE-125,O,"The issuer-parsing loop reads is->bv_val[is->bv_len+1] without bounds checking against x.bv_len, allowing a read past the buffer when a lone trailing quote occurs near the end of input."
117,pv_3539fc33212b_204115,CVE-2021-27212,CWE-617,3539fc33212b528c56b716584f2c2994af7c30b0,C,safe,safe,,O,NONE,vuln,CWE-125,X,"The issuer-parsing loop checks is->bv_val[is->bv_len+1] for closing quotes without verifying bv_len bounds, allowing a read past the end of the buffer with crafted unterminated quote sequences."
118,pv_b224e2f5739f_204137,CVE-2019-14494,CWE-369,b224e2f5739fe61de9fa69955d016725b2a4b78d,C,vuln,safe,,X,NONE,vuln,CWE-369,O,Division by ctm[1]/ctm[0]/matc[0] or surface_width/height without checking for zero can cause crash (e.g. attacker-controlled matrix values in PDF).
119,pv_b224e2f5739f_204137,CVE-2019-14494,CWE-369,b224e2f5739fe61de9fa69955d016725b2a4b78d,C,safe,safe,,O,NONE,vuln,CWE-369,X,"ctm[0]/ctm[1] and matc[0]/matc[1] divisions in kx/ky computations are not checked for zero, allowing division-by-zero with attacker-controlled matrix values from PDF content."
120,pv_1884ea22a90d_204278,CVE-2022-31214,CWE-94,1884ea22a90d225950d81c804f1771b42ae55f54,C,vuln,vuln,CWE-22,O,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-22,O,No bounds checking or validation of src/dst buffer sizes or path contents allows buffer overflow or directory traversal via crafted paths.
121,pv_1884ea22a90d_204278,CVE-2022-31214,CWE-94,1884ea22a90d225950d81c804f1771b42ae55f54,C,safe,vuln,CWE-22,X,"The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the product does not properly neu",vuln,CWE-787,X,"No bounds checking on dst buffer while copying/writing path components derived from src, risking buffer overflow if dst is not sufficiently sized."
122,pv_4b81ccebaeee_204412,CVE-2021-3489,CWE-787,4b81ccebaeee885ab1aa1438133f2991e3a2b6ea,C,vuln,safe,,X,NONE,safe,,X,"Size is bounds-checked against RINGBUF_MAX_RECORD_SZ before use, preventing overflow in len calculation and proper locking guards producer/consumer position updates."
123,pv_4b81ccebaeee_204412,CVE-2021-3489,CWE-787,4b81ccebaeee885ab1aa1438133f2991e3a2b6ea,C,safe,safe,,O,NONE,vuln,,X,
124,pv_47abea041f89_204495,CVE-2022-3103,CWE-193,47abea041f897d64dbd5777f0cf7745148f85d75,C,vuln,safe,,X,NONE,vuln,CWE-193,O,"Check uses `fd > ctx->nr_user_files` instead of `>=`, allowing an out-of-bounds array access when fd equals nr_user_files."
125,pv_47abea041f89_204495,CVE-2022-3103,CWE-193,47abea041f897d64dbd5777f0cf7745148f85d75,C,safe,safe,,O,NONE,safe,,O,"Bounds check with array_index_nospec correctly validates fd before array access, preventing OOB and Spectre-type issues."
126,pv_e84d8353f134_204534,CVE-2018-25033,CWE-125,e84d8353f1347e1f26f0a95770d92ba14e6ede38,C,vuln,safe,,X,NONE,vuln,CWE-129,O,"neighbor1/neighbor2/neighbor3 indices from file data are used to index neighbors_start[] without bounds checking, allowing out-of-bounds access on malformed STL input."
127,pv_e84d8353f134_204534,CVE-2018-25033,CWE-125,e84d8353f1347e1f26f0a95770d92ba14e6ede38,C,safe,safe,,O,NONE,vuln,CWE-129,X,"neighbor1/neighbor2/neighbor3 indices from unvalidated stl data are used to index neighbors_start array without bounds checking, potentially causing out-of-bounds read/write."
128,pv_e84d8353f134_204535,CVE-2018-25033,CWE-125,e84d8353f1347e1f26f0a95770d92ba14e6ede38,C,vuln,safe,,X,NONE,vuln,CWE-129,O,"facet_num is used to index stl->neighbors_start without bounds checking, risking out-of-bounds access if caller supplies invalid index."
129,pv_e84d8353f134_204535,CVE-2018-25033,CWE-125,e84d8353f1347e1f26f0a95770d92ba14e6ede38,C,safe,safe,,O,NONE,vuln,CWE-125,X,"facet_num is only checked for negative values, no upper-bound check against neighbors_start array size, allowing out-of-bounds access."
130,pv_c08eadca1bdf_204544,CVE-2022-3239,CWE-416,c08eadca1bdfa099e20a32f8fa4b52b2f672236d,C,vuln,safe,,X,NONE,vuln,CWE-401,O,"On failure paths after em28xx_init_dev() (e.g., dev->dev_next init failure), previously allocated resources like dev->dev_next and dev->alt_max_pkt_size_isoc for dev_next are not freed, leaking memory"
131,pv_c08eadca1bdf_204544,CVE-2022-3239,CWE-416,c08eadca1bdfa099e20a32f8fa4b52b2f672236d,C,safe,safe,,O,NONE,parse_fail,,X,
132,pv_efe4186e6a1b_204814,CVE-2022-1198,CWE-703,efe4186e6a1b54bf38b9e05450d43b0da1fd7739,C,vuln,safe,,X,NONE,vuln,CWE-416,O,"netif_stop_queue and timer deletion occur after refcount drop but before unregister_netdev, leaving a window where sp->xbuff/rbuff could still be accessed concurrently."
133,pv_efe4186e6a1b_204814,CVE-2022-1198,CWE-703,efe4186e6a1b54bf38b9e05450d43b0da1fd7739,C,safe,safe,,O,NONE,vuln,CWE-416,X,"sp->dev and sp buffers are accessed (netif_stop_queue, unregister_netdev, timers, kfree) after refcount hits zero without ensuring no other paths still reference sp->dev concurrently."
134,pv_427215d85e8d_204830,CVE-2021-3732,CWE-200,427215d85e8d1476da1a86b8d67aceb485eb3631,C,vuln,safe,,X,NONE,vuln,CWE-284,O,Missing check for locked/child mounts before cloning allows unauthorized bypass of mount propagation restrictions.
135,pv_427215d85e8d_204830,CVE-2021-3732,CWE-200,427215d85e8d1476da1a86b8d67aceb485eb3631,C,safe,safe,,O,NONE,vuln,CWE-284,X,"Missing check for locked mount propagation (has_locked_children only checks children, not the mount's own MNT_LOCKED state) could allow cloning of mounts that should remain private."
136,pv_32452a3eb8b6_205630,CVE-2022-29968,CWE-94,32452a3eb8b64e01e2be717f518c0be046975b9d,C,vuln,safe,,X,NONE,parse_fail,,X,
137,pv_32452a3eb8b6_205630,CVE-2022-29968,CWE-94,32452a3eb8b64e01e2be717f518c0be046975b9d,C,safe,safe,,O,NONE,safe,,O,"File and mode are validated before use, and flag operations are properly bounded with no unchecked user-controlled memory access."
138,pv_38d8006cd609_205734,CVE-2022-36040,CWE-787,38d8006cd609ac75de82b705891d3508d2c218d5,C,vuln,safe,,X,NONE,vuln,CWE-190,O,n1/n2 from get_st32 can be attacker-controlled large/negative values causing malloc(n1+1) to overflow to a tiny allocation while rz_bu
139,pv_38d8006cd609_205734,CVE-2022-36040,CWE-787,38d8006cd609ac75de82b705891d3508d2c218d5,C,safe,safe,,O,NONE,vuln,CWE-401,X,"On error paths after allocating s1 (e.g., n2 error/overflow check or s2 malloc failure), the function returns without freeing s1 and ret, causing memory leaks."
140,pv_775c5033a0d1_205736,CVE-2021-28950,CWE-834,775c5033a0d164622d9d10dd0f0a5531639ed3ed,C,vuln,vuln,CWE-416,O,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a locati",safe,,X,"Simple bit-setting operation on inode state with no observable memory safety, injection, or logic flaw in this isolated snippet."
141,pv_775c5033a0d1_205736,CVE-2021-28950,CWE-834,775c5033a0d164622d9d10dd0f0a5531639ed3ed,C,safe,vuln,CWE-416,X,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a locati",safe,,O,"This function simply removes the inode from the hash table and sets a state bit to mark it bad; no memory, bounds, or race issues are evident in isolation."
142,pv_5d8b92c622f6_206025,CVE-2013-4166,CWE-200,5d8b92c622f6927b253762ff9310479dd3ac627d,C,vuln,safe,,X,NONE,safe,,X,"No memory, injection, or bounds issues evident; function safely appends a duplicated string to a dynamic array."
143,pv_5d8b92c622f6_206025,CVE-2013-4166,CWE-200,5d8b92c622f6927b253762ff9310479dd3ac627d,C,safe,safe,,O,NONE,vuln,CWE-88,X,"keyid is not validated/escaped before being passed as a GPG recipient argument, allowing injection of extra GPG options if input is attacker-controlled."
144,pv_c57f9dcf1934_206043,CVE-2017-17784,CWE-125,c57f9dcf1934a9ab0cd67650f2dea18cb0902270,C,vuln,safe,,X,NONE,vuln,CWE-190,O,"bh.header_size - sizeof(BrushHeader) can underflow/overflow as unchecked gint, and ph.width*ph.height loop writes 4 bytes per pixel into a buffer sized from unvalidated pattern header dimensions witho"
145,pv_c57f9dcf1934_206043,CVE-2017-17784,CWE-125,c57f9dcf1934a9ab0cd67650f2dea18cb0902270,C,safe,safe,,O,NONE,vuln,CWE-190,X,"header_size subtraction (bn_size) and ph.width*ph.height loop lack bounds/overflow checks, allowing heap buffer overflow via crafted brush file."
146,pv_d61a767d6842_206044,CVE-2019-15691,CWE-672,d61a767d6842b530ffb532ddd5a3d233119aad40,C,vuln,safe,,X,NONE,parse_fail,,X,
147,pv_d61a767d6842_206044,CVE-2019-15691,CWE-672,d61a767d6842b530ffb532ddd5a3d233119aad40,C,safe,safe,,O,NONE,parse_fail,,X,
148,pv_cc08cbc84d46_206555,CVE-2016-8670,CWE-119,cc08cbc84d46933c1e9e0149633f1ed5d19e45e9,C,vuln,safe,,X,NONE,vuln,CWE-190,O,"If dp->pos exceeds dp->logicalSize, remain becomes negative and is used as memcpy length, causing a huge unsigned copy size and heap over-read."
149,pv_cc08cbc84d46_206555,CVE-2016-8670,CWE-119,cc08cbc84d46933c1e9e0149633f1ed5d19e45e9,C,safe,safe,,O,NONE,vuln,CWE-190,X,"No validation that len is non-negative or that remain/pos calculations can't overflow, potentially causing memcpy to read out-of-bounds memory."
150,pv_feba44546c27_206588,CVE-2015-8874,CWE-119,feba44546c27b0158f9ac20e72040a224b918c75,C,vuln,safe,,X,NONE,vuln,CWE-674,O,"Recursive flood-fill on large/adversarial images can exhaust stack space, causing crash/DoS; also lacks bounds check on initial x coordinate before scanning left."
151,pv_feba44546c27_206588,CVE-2015-8874,CWE-119,feba44546c27b0158f9ac20e72040a224b918c75,C,safe,safe,,O,NONE,vuln,CWE-125,X,
152,pv_590681e546cd_206625,CVE-2017-18926,CWE-787,590681e546cd9aa18d57dc2ea1858cb734a3863f,C,vuln,safe,,X,NONE,vuln,CWE-129,O,"In the attribute namespace dedup loop, `element->attributes[j]->nspace` should be `element->attributes[i]->nspace`, causing out-of-bounds/incorrect array access and potential over-write of nspace_decl"
153,pv_590681e546cd_206625,CVE-2017-18926,CWE-787,590681e546cd9aa18d57dc2ea1858cb734a3863f,C,safe,safe,,O,NONE,vuln,CWE-787,X,"Typo `element->attributes[j]->nspace` instead of `[i]` in duplicate-check loop causes wrong dedup logic, potentially leading to array index overflow beyond calculated nspace_max_count."
154,pv_e02f0d397040_206639,CVE-2022-39190,CWE-703,e02f0d3970404bfea385b6edb86f2d936db0ea2b,C,vuln,safe,,X,NONE,vuln,CWE-862,O,Missing check for NFT_CHAIN_BINDING when chain not from setelem context could allow chain use-count mismatch leading to use-after-free in nftables ruleset handling.
155,pv_e02f0d397040_206639,CVE-2022-39190,CWE-703,e02f0d3970404bfea385b6edb86f2d936db0ea2b,C,safe,safe,,O,NONE,vuln,CWE-416,X,"chain reference count is incremented without validating chain->table matches ctx->table when using NFTA_VERDICT_CHAIN_ID, potentially allowing cross-table chain binding leading to use-after-free on ta"
156,pv_1eeffc5daf5a_206771,CVE-2021-21897,CWE-191,1eeffc5daf5a06cf6213ffc19e95923cdebb2eb8,C++,vuln,safe,,X,NONE,vuln,CWE-787,O,"In the groupCode==42 branch, vertexIndex is not checked for being >= 0, allowing vertices[4*vertexIndex+3] to write out-of-bounds when vertexIndex is -1."
157,pv_1eeffc5daf5a_206771,CVE-2021-21897,CWE-191,1eeffc5daf5a06cf6213ffc19e95923cdebb2eb8,C++,safe,safe,,O,NONE,parse_fail,,X,
158,pv_ea8569194b43_206781,CVE-2022-0617,CWE-476,ea8569194b43f0f01f0a84c689388542c7254a1f,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"i_lenAlloc from on-disk inode isn't validated against PAGE_SIZE/i_data buffer size before memset/memcpy, allowing buffer overflow with corrupted UDF metadata."
159,pv_ea8569194b43_206781,CVE-2022-0617,CWE-476,ea8569194b43f0f01f0a84c689388542c7254a1f,C,safe,safe,,O,NONE,vuln,CWE-787,X,"iinfo->i_lenAlloc is used unchecked as offset/size into fixed-size iinfo->i_data and page buffers, allowing memcpy/memset to overflow if i_lenAlloc exceeds buffer bounds (e.g., corrupted on-disk value"
160,pv_c111ed9b0355_206815,CVE-2019-11598,CWE-125,c111ed9b035532c2c81ea569f2d22fded9517287,C,vuln,safe,,X,NONE,vuln,CWE-787,O,"When image is PseudoClass, colormap_index is allocated with size image->colors+1, but later indexed using ScaleQuantumToMap(GetPixelIndex) which can produce values up to MaxColormapSize, causing out-o"
161,pv_c111ed9b0355_206815,CVE-2019-11598,CWE-125,c111ed9b035532c2c81ea569f2d22fded9517287,C,safe,safe,,O,NONE,vuln,CWE-125,X,"When image->storage_class is PseudoClass, colormap_index buffer sized to image->colors+1/MaxMap is indexed with ScaleQuantumToMap(GetPixelIndex(...)) which can exceed MaxColormapSize allocation bounds"
162,pv_d99636fad606_206946,CVE-2022-2963,CWE-703,d99636fad60629785efd1ef72da772a8ef68f54c,C,vuln,safe,,X,NONE,vuln,CWE-120,O,"addopt() concatenates user-supplied jas_optarg into fixed-size OPTSMAX buffers without apparent bounds checking, risking buffer overflow with long -o/-O arguments."
163,pv_d99636fad606_206946,CVE-2022-2963,CWE-703,d99636fad60629785efd1ef72da772a8ef68f54c,C,safe,safe,,O,NONE,vuln,CWE-120,X,"addopt() appends user-supplied option strings into fixed OPTSMAX-sized buffers without proper bounds validation against accumulated length, risking buffer overflow."
164,pv_cc7a0bb058b8_207068,CVE-2021-28972,CWE-120,cc7a0bb058b85ea03db87169c60c7cfdd5d34678,C,vuln,safe,,X,NONE,parse_fail,,X,
165,pv_cc7a0bb058b8_207068,CVE-2021-28972,CWE-120,cc7a0bb058b85ea03db87169c60c7cfdd5d34678,C,safe,safe,,O,NONE,safe,,O,
166,pv_cc7a0bb058b8_207069,CVE-2021-28972,CWE-120,cc7a0bb058b85ea03db87169c60c7cfdd5d34678,C,vuln,safe,,X,NONE,parse_fail,,X,
167,pv_cc7a0bb058b8_207069,CVE-2021-28972,CWE-120,cc7a0bb058b85ea03db87169c60c7cfdd5d34678,C,safe,safe,,O,NONE,vuln,CWE-20,X,"strscpy is given nbytes+1 as size which could exceed buffer bounds if nbytes equals MAX_DRC_NAME_LEN-1 edge miscalculation, relying on caller-controlled length without independent bound check against "
168,pv_e96bffadc25f_207461,CVE-2022-32323,CWE-787,e96bffadc25ff0ba0e10745f8012efcc5f920ea9,C,vuln,safe,,X,NONE,vuln,CWE-190,O,"biHeight/biWidth/ColormapSize/rowbytes computations and fseek to unchecked bfOffs can overflow or be negative, leading to out-of-bounds reads/writes in ReadImage/ReadColorMap."
169,pv_e96bffadc25f_207461,CVE-2022-32323,CWE-787,e96bffadc25ff0ba0e10745f8012efcc5f920ea9,C,safe,safe,,O,NONE,vuln,CWE-190,X,"Bitmap_Head.biBitCnt can be 0 or negative values pass unchecked division (overflowTest/biWidth), and rowbytes/ColormapSize calculations with attacker-controlled width/height/biClrUsed can overflow lea"
170,pv_aa6917772d2f_207520,CVE-2021-43814,CWE-787,aa6917772d2f32e5a7daab25a46c72df0b5ea406,C,vuln,safe,,X,NONE,vuln,CWE-191,O,"If abbrev->count is 0, `abbrev->count - 1` underflows to SIZE_MAX, causing the loop to write far beyond die->attr_values bounds."
171,pv_aa6917772d2f_207520,CVE-2021-43814,CWE-787,aa6917772d2f32e5a7daab25a46c72df0b5ea406,C,safe,safe,,O,NONE,vuln,CWE-193,X,"Loop uses `abbrev->count - 1` as bound instead of `abbrev->count`, causing the last attribute of the abbreviation declaration to never be parsed, leading to misaligned buf pointer and potential out-of"
172,pv_900348bb8bc9_207700,CVE-2022-24950,CWE-362,900348bb8bc96e1c7ba4888ac8480f643c43d3c3,C++,vuln,safe,,X,NONE,vuln,CWE-617,O,"Using an invalid id causes fatal log (likely abort/crash), enabling denial-of-service via unvalidated input."
173,pv_900348bb8bc9_207700,CVE-2022-24950,CWE-362,900348bb8bc96e1c7ba4888ac8480f643c43d3c3,C++,safe,safe,,O,NONE,vuln,CWE-617,X,"Invalid id triggers STFATAL causing process termination, allowing potential denial of service if input is externally influenced."
174,pv_900348bb8bc9_207703,CVE-2022-24950,CWE-362,900348bb8bc96e1c7ba4888ac8480f643c43d3c3,C++,vuln,safe,,X,NONE,vuln,CWE-120,O,"strcpy copies pipePath into fixed-size sun_path buffer without length validation, risking stack buffer overflow."
175,pv_900348bb8bc9_207703,CVE-2022-24950,CWE-362,900348bb8bc96e1c7ba4888ac8480f643c43d3c3,C++,safe,safe,,O,NONE,vuln,CWE-170,X,"strncpy with sizeof(local.sun_path) may not null-terminate if pipePath is too long, causing buffer over-read when sun_path is used."
176,pv_9d2231c5d74e_207753,CVE-2022-0847,CWE-284,9d2231c5d74e13b2a0546fee6737ee4446017903,C,vuln,vuln,CWE-362,O,Race condition in the copy_page_to_iter_pipe function in fs/pipe.c in the Linux kernel before 4.10.12 allows local users to cause a denial of service (use-after-free) by leveraging write access to a p,vuln,CWE-676,O,"pipe_full check occurs after computing buf pointer for i_head, allowing potential stale buffer write if ring is full, though later checks mitigate serious impact."
177,pv_9d2231c5d74e_207753,CVE-2022-0847,CWE-284,9d2231c5d74e13b2a0546fee6737ee4446017903,C,safe,vuln,CWE-362,X,Race condition in the copy_page_to_iter_pipe function in fs/pipe.c in the Linux kernel before 4.10.12 allows local users to cause a denial of service (use-after-free) by leveraging write access to a p,parse_fail,,X,
178,pv_9d2231c5d74e_207754,CVE-2022-0847,CWE-284,9d2231c5d74e13b2a0546fee6737ee4446017903,C,vuln,vuln,CWE-399,O,"The push_pipe function in fs/pipe.c in the Linux kernel before 3.12.2 does not properly manage a certain data structure, which allows local users to cause a denial of service (system crash) via a craf",vuln,CWE-190,O,"If alloc_page fails partway through the loop, the function returns size-left which may not match actual buffer allocation, potentially leading to inconsistent pipe state and out-of-bounds access in ca"
179,pv_9d2231c5d74e_207754,CVE-2022-0847,CWE-284,9d2231c5d74e13b2a0546fee6737ee4446017903,C,safe,vuln,CWE-399,X,"The push_pipe function in fs/pipe.c in the Linux kernel before 3.12.2 does not properly manage a certain data structure, which allows local users to cause a denial of service (system crash) via a craf",vuln,CWE-190,X,"'left' as ssize_t combined with unchecked pipe buffer allocation loop can lead to inconsistent size accounting if allocation fails, potentially returning size that doesn't match actual buffered data."
180,pv_095cbc48a8f0_207755,CVE-2012-6113,CWE-200,095cbc48a8f0090f3b0abc6155f2b61943c9eafb,C,vuln,safe,,X,NONE,parse_fail,,X,
181,pv_095cbc48a8f0_207755,CVE-2012-6113,CWE-200,095cbc48a8f0090f3b0abc6155f2b61943c9eafb,C,safe,vuln,CWE-326,X,"The product stores or transmits sensitive data using an encryption scheme that is theoretically sound, but is not strong enough for the level of protection required.",vuln,CWE-320,X,"Password is directly zero-padded or truncated as raw key material instead of using a proper KDF, weakening encryption key strength."
182,pv_f85daf0e7253_208107,CVE-2022-36879,CWE-703,f85daf0e725358be78dfd208dea5fd665d8cb901,C,vuln,safe,,X,NONE,parse_fail,,X,
183,pv_f85daf0e7253_208107,CVE-2022-36879,CWE-703,f85daf0e725358be78dfd208dea5fd665d8cb901,C,safe,safe,,O,NONE,safe,,O,Code properly validates pointers (IS_ERR/null checks) and bounds num_pols/num
184,pv_5ebbc3865d1e_208140,CVE-2013-0157,CWE-200,5ebbc3865d1e53ef42e5f121c41faab23dd59075,C,vuln,safe,,X,NONE,vuln,CWE-88,O,"LABEL/UUID values are inserted unsanitized into quoted source string, allowing crafted optarg to break out of quotes and inject mount options."
185,pv_5ebbc3865d1e_208140,CVE-2013-0157,CWE-200,5ebbc3865d1e53ef42e5f121c41faab23dd59075,C,safe,safe,,O,NONE,vuln,CWE-78,X,"LABEL/UUID values are inserted into srcbuf via xasprintf without escaping embedded quotes, potentially altering parsed source string semantics."
186,pv_02080f6b1802_208522,CVE-2019-25038,CWE-190,02080f6b180232f43b77f403d0c038e9360a460f,C,vuln,safe,,X,NONE,vuln,CWE-190,O,
187,pv_02080f6b1802_208522,CVE-2019-25038,CWE-190,02080f6b180232f43b77f403d0c038e9360a460f,C,safe,safe,,O,NONE,vuln,CWE-131,X,"rrlen calculation uses 4*sizeof(struct SignedCert) as worst-case for escaped output but each byte can expand to 4 chars (\XXX), potentially causing buffer overflow if escaping exceeds allocated size; "
